Year;Month;Citizenship;Decision;Number
2020;1;North Macedonia;Positive;6
2020;1;North Macedonia;Negative;1
2020;1;Not clarified;Positive;6
2020;1;Not clarified;Negative;4
2020;1;Not clarified;Expired matter;4
2020;1;Pakistan;Positive;45
2020;1;Pakistan;Negative;1
2020;1;Peru;Positive;2
2020;1;Philippines;Positive;157
2020;1;Philippines;Negative;12
2020;1;Russian Federation;Positive;262
2020;1;Russian Federation;Negative;41
2020;1;Russian Federation;Expired matter;3
2020;1;Rwanda;Positive;2
2020;1;Rwanda;Negative;1
2020;1;Saudi Arabia;Positive;1
2020;1;Senegal;Positive;1
2020;1;Serbia;Positive;4
2020;1;Serbia;Negative;2
2020;1;Singapore;Positive;3
2020;1;Singapore;Negative;2
2020;1;Somalia;Positive;66
2020;1;Somalia;Negative;17
2020;1;Somalia;Expired matter;5
2020;1;South Africa;Positive;9
2020;1;South Sudan;Negative;1
2020;1;Sri Lanka;Positive;7
2020;1;Sri Lanka;Negative;1
2020;1;Stateless;Positive;10
2020;1;Sudan;Positive;1
2020;1;Sudan;Negative;1
2020;1;Syrian Arab Republic;Positive;29
2020;1;Syrian Arab Republic;Negative;3
2020;1;Taiwan;Positive;11
2020;1;Tanzania, United Republic of;Positive;2
2020;1;Tanzania, United Republic of;Negative;1
2020;1;Thailand;Positive;70
2020;1;Thailand;Negative;36
2020;1;Thailand;Expired matter;2
2020;1;Tunisia;Positive;12
2020;1;Tunisia;Negative;3
2020;1;Tunisia;Expired matter;2
2020;1;Turkey;Positive;66
2020;1;Turkey;Negative;12
2020;1;Turkey;Expired matter;1
2020;1;Turkmenistan;Positive;1
2020;1;Uganda;Positive;6
2020;1;Uganda;Negative;1
2020;1;Ukraine;Positive;148
2020;1;Ukraine;Negative;12
2020;1;United Kingdom;Positive;3
2020;1;United States;Positive;45
2020;1;United States;Negative;7
2020;1;United States;Expired matter;5
2020;1;Uruguay;Positive;1
2020;1;Uzbekistan;Positive;10
2020;1;Uzbekistan;Negative;4
2020;1;Venezuela;Positive;2
2020;1;Viet Nam;Positive;84
2020;1;Viet Nam;Negative;15
2020;1;Viet Nam;Expired matter;1
2020;1;Yemen;Positive;2
2020;1;Yemen;Negative;1
2020;1;Yemen;Expired matter;1
2020;1;Zambia;Positive;1
2020;1;Zambia;Negative;1
2020;1;Zimbabwe;Positive;1
2020;2;Afghanistan;Positive;34
2020;2;Afghanistan;Negative;26
2020;2;Albania;Positive;18
2020;2;Albania;Negative;9
2020;2;Algeria;Positive;4
2020;2;Algeria;Negative;1
2020;2;Angola;Positive;2
2020;2;Argentina;Positive;5
2020;2;Australia;Positive;12
2020;2;Bangladesh;Positive;27
2020;2;Bangladesh;Negative;7
2020;2;Bangladesh;Expired matter;1
2020;2;Belarus;Positive;23
2020;2;Belarus;Negative;1
2020;2;Belarus;Expired matter;1
2020;2;Benin;Positive;1
2020;2;Bolivia;Positive;2
2020;2;Bosnia and Herzegovina;Positive;11
2020;2;Botswana;Positive;3
2020;2;Brazil;Positive;23
2020;2;Brazil;Negative;3
2020;2;Brazil;Expired matter;3
2020;2;Burkina Faso;Negative;1
2020;2;Burundi;Positive;4
2020;2;Cambodia;Positive;4
2020;2;Cambodia;Negative;4
2020;2;Cameroon;Positive;15
2020;2;Cameroon;Negative;6
2020;2;Canada;Positive;16
2020;2;Canada;Negative;3
2020;2;Chile;Positive;6
2020;2;Chile;Negative;1
2020;2;China;Positive;75
2020;2;China;Negative;23
2020;2;China;Expired matter;3
2020;2;Colombia;Positive;1
2020;2;Colombia;Negative;3
2020;2;Congo (Congo-Kinshasa);Positive;2
2020;2;Congo (Congo-Kinshasa);Negative;3
2020;2;Costa Rica;Positive;2
2020;2;Côte dIvoire;Negative;1
2020;2;Cuba;Positive;1
2020;2;Cuba;Negative;1
2020;2;Dominican Republic;Positive;2
2020;2;Ecuador;Positive;3
2020;2;Ecuador;Negative;1
2020;2;Egypt;Positive;9
2020;2;Egypt;Negative;4
2020;2;Egypt;Expired matter;2
2020;2;El Salvador;Negative;1
2020;2;Eritrea;Positive;7
2020;2;Eritrea;Negative;2
2020;2;Estonia;Positive;1
2020;2;Ethiopia;Positive;12
2020;2;Ethiopia;Negative;4
2020;2;Gambia;Positive;10
2020;2;Gambia;Negative;3
2020;2;Ghana;Positive;13
2020;2;Ghana;Negative;1
2020;2;Ghana;Expired matter;1
2020;2;India;Positive;230
2020;2;India;Negative;29
2020;2;India;Expired matter;1
2020;2;Indonesia;Positive;9
2020;2;Iran, Islamic Republic of;Positive;26
2020;2;Iran, Islamic Republic of;Negative;6
2020;2;Iraq;Positive;76
2020;2;Iraq;Negative;27
2020;2;Iraq;Expired matter;4
2020;2;Israel;Positive;4
2020;2;Jamaica;Positive;1
2020;2;Japan;Positive;31
2020;2;Japan;Expired matter;1
2020;2;Jordan;Positive;2
2020;2;Kazakstan;Positive;3
2020;2;Kenya;Positive;10
2020;2;Kenya;Negative;7
2020;2;Korea, Republic of (South Korea);Positive;11
2020;2;Korea, Republic of (South Korea);Expired matter;1
2020;2;Kosovo;Positive;77
2020;2;Kosovo;Negative;10
2020;2;Kyrgyzstan;Positive;5
2020;2;Kyrgyzstan;Negative;5
2020;2;Lebanon;Positive;4
2020;2;Liberia;Positive;1
2020;2;Libyan Arab Jamahiriya;Negative;1
2020;2;Malawi;Positive;1
2020;2;Malaysia;Positive;1
2020;2;Malaysia;Negative;1
2020;2;Maldives;Positive;1
2020;2;Mauritania;Positive;1
2020;2;Mexico;Positive;6
2020;2;Mexico;Negative;2
2020;2;Moldova, Republic of;Positive;2
2020;2;Moldova, Republic of;Negative;1
2020;2;Montenegro;Positive;1
2020;2;Morocco;Positive;12
2020;2;Morocco;Negative;4
2020;2;Morocco;Expired matter;1
2020;2;Myanmar;Positive;3
2020;2;Myanmar;Negative;1
2020;2;Nepal;Positive;35
2020;2;Nepal;Negative;11
2020;2;New Zealand;Positive;3
2020;2;Nigeria;Positive;24
2020;2;Nigeria;Negative;6
2020;2;Nigeria;Expired matter;1
2020;2;North Macedonia;Positive;3
2020;2;Not clarified;Positive;16
2020;2;Not clarified;Negative;4
2020;2;Not clarified;Expired matter;3
2020;2;Pakistan;Positive;43
2020;2;Pakistan;Negative;9
2020;2;Pakistan;Expired matter;1
2020;2;Paraguay;Positive;4
2020;2;Peru;Positive;17
2020;2;Peru;Negative;1
2020;2;Peru;Expired matter;1
2020;2;Philippines;Positive;187
2020;2;Philippines;Negative;13
2020;2;Philippines;Expired matter;1
2020;2;Russian Federation;Positive;242
2020;2;Russian Federation;Negative;28
2020;2;Rwanda;Positive;1
2020;2;Senegal;Positive;1
2020;2;Serbia;Positive;38
2020;2;Serbia;Negative;2
2020;2;Sierra Leone;Positive;1
2020;2;Somalia;Positive;35
2020;2;Somalia;Negative;23
2020;2;South Africa;Positive;6
2020;2;Sri Lanka;Positive;10
2020;2;Sri Lanka;Negative;2
2020;2;Stateless;Positive;5
2020;2;Sudan;Positive;2
2020;2;Sudan;Negative;1
2020;2;Syrian Arab Republic;Positive;26
2020;2;Syrian Arab Republic;Negative;3
2020;2;Taiwan;Positive;8
2020;2;Tanzania, United Republic of;Positive;1
2020;2;Thailand;Positive;73
2020;2;Thailand;Negative;5
2020;2;Thailand;Expired matter;1
2020;2;Tunisia;Positive;6
2020;2;Tunisia;Negative;3
2020;2;Turkey;Positive;48
2020;2;Turkey;Negative;17
2020;2;Turkey;Expired matter;1
2020;2;Turkmenistan;Positive;1
2020;2;Uganda;Positive;1
2020;2;Ukraine;Positive;285
2020;2;Ukraine;Negative;15
2020;2;Ukraine;Expired matter;2
2020;2;United Kingdom;Expired matter;1
2020;2;United States;Positive;40
2020;2;United States;Negative;10
2020;2;United States;Expired matter;1
2020;2;Unknown;Positive;1
2020;2;Unknown;Negative;1
2020;2;Uruguay;Positive;1
2020;2;Uzbekistan;Positive;8
2020;2;Uzbekistan;Negative;3
2020;2;Venezuela;Positive;3
2020;2;Viet Nam;Positive;137
2020;2;Viet Nam;Negative;20
2020;2;Yemen;Positive;1
2020;3;Afghanistan;Positive;61
2020;3;Afghanistan;Negative;10
2020;3;Albania;Positive;10
2020;3;Albania;Negative;2
2020;3;Algeria;Positive;6
2020;3;Algeria;Expired matter;1
2020;3;Argentina;Positive;4
2020;3;Argentina;Negative;1
2020;3;Australia;Positive;13
2020;3;Australia;Negative;2
2020;3;Australia;Expired matter;7
2020;3;Azerbaijan;Positive;1
2020;3;Bangladesh;Positive;27
2020;3;Bangladesh;Negative;14
2020;3;Bangladesh;Expired matter;2
2020;3;Belarus;Positive;9
2020;3;Belarus;Negative;1
2020;3;Belarus;Expired matter;1
2020;3;Bosnia and Herzegovina;Positive;3
2020;3;Brazil;Positive;15
2020;3;Brazil;Negative;1
2020;3;Cambodia;Positive;4
2020;3;Cameroon;Positive;12
2020;3;Cameroon;Negative;4
2020;3;Canada;Positive;11
2020;3;Canada;Negative;1
2020;3;Canada;Expired matter;3
2020;3;Chile;Negative;2
2020;3;China;Positive;77
2020;3;China;Negative;24
2020;3;China;Expired matter;2
2020;3;Colombia;Positive;6
2020;3;Congo (Congo-Kinshasa);Positive;10
2020;3;Congo (Congo-Kinshasa);Negative;8
2020;3;Costa Rica;Positive;1
2020;3;Côte dIvoire;Positive;1
2020;3;Cuba;Positive;4
2020;3;Cuba;Negative;1
2020;3;Cuba;Expired matter;1
2020;3;Dominica;Positive;1
2020;3;Ecuador;Positive;1
2020;3;Egypt;Positive;11
2020;3;Egypt;Negative;3
2020;3;El Salvador;Positive;1
2020;3;Eritrea;Positive;9
2020;3;Eritrea;Negative;10
2020;3;Ethiopia;Positive;14
2020;3;Ethiopia;Negative;6
2020;3;Ethiopia;Expired matter;1
2020;3;France;Expired matter;2
2020;3;Gambia;Positive;3
2020;3;Gambia;Negative;1
2020;3;Gambia;Expired matter;1
2020;3;Georgia;Negative;2
2020;3;Germany;Expired matter;1
2020;3;Ghana;Positive;13
2020;3;Ghana;Negative;5
2020;3;Guinea;Negative;1
2020;3;Guinea-Bissau;Positive;1
2020;3;Guyana;Expired matter;1
2020;3;Honduras;Positive;1
2020;3;Honduras;Negative;1
2020;3;India;Positive;174
2020;3;India;Negative;10
2020;3;India;Expired matter;5
2020;3;Indonesia;Positive;5
2020;3;Indonesia;Negative;1
2020;3;Indonesia;Expired matter;1
2020;3;Iran, Islamic Republic of;Positive;34
2020;3;Iran, Islamic Republic of;Negative;10
2020;3;Iran, Islamic Republic of;Expired matter;1
2020;3;Iraq;Positive;90
2020;3;Iraq;Negative;31
2020;3;Iraq;Expired matter;3
2020;3;Israel;Negative;1
2020;3;Jamaica;Expired matter;1
2020;3;Japan;Positive;28
2020;3;Japan;Negative;2
2020;3;Japan;Expired matter;1
2020;3;Jordan;Negative;4
2020;3;Kazakstan;Positive;9
2020;3;Kenya;Positive;9
2020;3;Kenya;Negative;7
2020;3;Korea, Republic of (South Korea);Positive;10
2020;3;Korea, Republic of (South Korea);Negative;2
2020;3;Korea, Republic of (South Korea);Expired matter;3
2020;3;Kosovo;Positive;59
2020;3;Kosovo;Negative;7
2020;3;Kyrgyzstan;Positive;1
2020;3;Kyrgyzstan;Negative;3
2020;3;Lao Peoples Democratic Republic;Positive;1
2020;3;Lebanon;Positive;2
2020;3;Lebanon;Negative;1
2020;3;Malaysia;Positive;1
2020;3;Malaysia;Negative;1
2020;3;Mali;Negative;1
2020;3;Mexico;Positive;4
2020;3;Mexico;Negative;2
2020;3;Moldova, Republic of;Positive;2
2020;3;Montenegro;Positive;1
2020;3;Morocco;Positive;14
2020;3;Morocco;Negative;1
2020;3;Morocco;Expired matter;1
2020;3;Myanmar;Positive;2
2020;3;Namibia;Positive;2
2020;3;Nepal;Positive;32
2020;3;Nepal;Negative;13
2020;3;Nepal;Expired matter;2
2020;3;Netherlands;Expired matter;1
2020;3;New Zealand;Positive;1
2020;3;New Zealand;Negative;2
2020;3;New Zealand;Expired matter;3
2020;3;Nigeria;Positive;23
2020;3;Nigeria;Negative;11
2020;3;Norway;Expired matter;1
2020;3;Not clarified;Positive;10
2020;3;Not clarified;Negative;5
2020;3;Not clarified;Expired matter;2
2020;3;Pakistan;Positive;23
2020;3;Pakistan;Negative;13
2020;3;Paraguay;Positive;2
2020;3;Peru;Negative;1
2020;3;Philippines;Positive;87
2020;3;Philippines;Negative;13
2020;3;Philippines;Expired matter;1
2020;3;Russian Federation;Positive;270
2020;3;Russian Federation;Negative;31
2020;3;Russian Federation;Expired matter;13
2020;3;Rwanda;Positive;1
2020;3;Rwanda;Negative;1
2020;3;Saudi Arabia;Positive;1
2020;3;Senegal;Positive;2
2020;3;Serbia;Positive;3
2020;3;Sierra Leone;Positive;2
2020;3;Singapore;Positive;2
2020;3;Singapore;Negative;2
2020;3;Singapore;Expired matter;2
2020;3;Somalia;Positive;37
2020;3;Somalia;Negative;41
2020;3;South Africa;Positive;9
2020;3;South Africa;Expired matter;1
2020;3;Sri Lanka;Positive;10
2020;3;Sri Lanka;Negative;7
2020;3;Stateless;Positive;3
2020;3;Sudan;Positive;2
2020;3;Sudan;Negative;2
2020;3;Sweden;Expired matter;1
2020;3;Syrian Arab Republic;Positive;31
2020;3;Syrian Arab Republic;Negative;10
2020;3;Taiwan;Positive;10
2020;3;Tanzania, United Republic of;Positive;5
2020;3;Thailand;Positive;68
2020;3;Thailand;Negative;5
2020;3;Tunisia;Positive;5
2020;3;Tunisia;Negative;4
2020;3;Turkey;Positive;37
2020;3;Turkey;Negative;16
2020;3;Turkey;Expired matter;2
2020;3;Turkmenistan;Negative;1
2020;3;Uganda;Positive;7
2020;3;Uganda;Negative;1
2020;3;Ukraine;Positive;461
2020;3;Ukraine;Negative;10
2020;3;Ukraine;Expired matter;6
2020;3;United Kingdom;Expired matter;1
2020;3;United States;Positive;45
2020;3;United States;Negative;9
2020;3;United States;Expired matter;5
2020;3;Unknown;Positive;1
2020;3;Uruguay;Positive;2
2020;3;Uzbekistan;Positive;15
2020;3;Uzbekistan;Negative;3
2020;3;Viet Nam;Positive;48
2020;3;Viet Nam;Negative;16
2020;3;Viet Nam;Expired matter;4
2020;3;Yemen;Positive;1
2020;3;Yemen;Expired matter;1
2020;3;Zambia;Positive;1
2020;3;Zimbabwe;Positive;2
2020;4;Afghanistan;Positive;28
2020;4;Afghanistan;Negative;18
2020;4;Afghanistan;Expired matter;1
2020;4;Albania;Positive;11
2020;4;Albania;Negative;2
2020;4;Algeria;Positive;3
2020;4;Algeria;Negative;1
2020;4;Algeria;Expired matter;1
2020;4;Angola;Negative;1
2020;4;Argentina;Positive;1
2020;4;Armenia;Positive;1
2020;4;Armenia;Negative;5
2020;4;Australia;Positive;12
2020;4;Australia;Negative;2
2020;4;Australia;Expired matter;1
2020;4;Azerbaijan;Positive;2
2020;4;Bangladesh;Positive;11
2020;4;Bangladesh;Negative;10
2020;4;Bangladesh;Expired matter;2
2020;4;Belarus;Positive;5
2020;4;Belarus;Negative;5
2020;4;Belarus;Expired matter;4
2020;4;Bosnia and Herzegovina;Positive;2
2020;4;Bosnia and Herzegovina;Expired matter;1
2020;4;Brazil;Positive;16
2020;4;Brazil;Negative;1
2020;4;Brazil;Expired matter;1
2020;4;Cabo Verde;Positive;1
2020;4;Cabo Verde;Negative;1
2020;4;Cambodia;Positive;8
2020;4;Cameroon;Positive;17
2020;4;Cameroon;Negative;8
2020;4;Cameroon;Expired matter;2
2020;4;Canada;Positive;6
2020;4;Canada;Negative;4
2020;4;Chile;Positive;2
2020;4;Chile;Negative;2
2020;4;China;Positive;44
2020;4;China;Negative;14
2020;4;Colombia;Positive;3
2020;4;Colombia;Negative;1
2020;4;Congo (Congo-Kinshasa);Positive;6
2020;4;Congo (Congo-Kinshasa);Negative;3
2020;4;Côte dIvoire;Positive;2
2020;4;Cuba;Positive;2
2020;4;Dominican Republic;Positive;2
2020;4;Ecuador;Positive;2
2020;4;Egypt;Positive;5
2020;4;Egypt;Negative;4
2020;4;Eritrea;Positive;11
2020;4;Eritrea;Negative;6
2020;4;Estonia;Expired matter;1
2020;4;Ethiopia;Positive;8
2020;4;Ethiopia;Negative;6
2020;4;Gabon;Positive;1
2020;4;Gambia;Positive;10
2020;4;Gambia;Negative;1
2020;4;Georgia;Positive;1
2020;4;Georgia;Negative;1
2020;4;Germany;Expired matter;1
2020;4;Ghana;Positive;23
2020;4;Ghana;Negative;3
2020;4;Ghana;Expired matter;1
2020;4;Guatemala;Positive;1
2020;4;Guinea-Bissau;Negative;2
2020;4;Guyana;Positive;1
2020;4;India;Positive;74
2020;4;India;Negative;17
2020;4;India;Expired matter;1
2020;4;Indonesia;Positive;1
2020;4;Indonesia;Expired matter;2
2020;4;Iran, Islamic Republic of;Positive;15
2020;4;Iran, Islamic Republic of;Negative;1
2020;4;Iraq;Positive;70
2020;4;Iraq;Negative;36
2020;4;Iraq;Expired matter;9
2020;4;Israel;Positive;1
2020;4;Israel;Negative;1
2020;4;Israel;Expired matter;1
2020;4;Japan;Positive;14
2020;4;Japan;Negative;2
2020;4;Jordan;Positive;2
2020;4;Kazakstan;Positive;2
2020;4;Kazakstan;Negative;1
2020;4;Kenya;Positive;3
2020;4;Kenya;Negative;6
2020;4;Kenya;Expired matter;1
2020;4;Korea, Republic of (South Korea);Positive;10
2020;4;Korea, Republic of (South Korea);Negative;1
2020;4;Kosovo;Positive;23
2020;4;Kosovo;Negative;20
2020;4;Kyrgyzstan;Positive;1
2020;4;Kyrgyzstan;Negative;6
2020;4;Kyrgyzstan;Expired matter;1
2020;4;Lebanon;Positive;8
2020;4;Lebanon;Negative;1
2020;4;Malaysia;Positive;1
2020;4;Malaysia;Negative;1
2020;4;Mauritius;Positive;1
2020;4;Mexico;Positive;6
2020;4;Moldova, Republic of;Positive;3
2020;4;Morocco;Positive;8
2020;4;Morocco;Negative;2
2020;4;Namibia;Positive;1
2020;4;Namibia;Negative;1
2020;4;Nepal;Positive;41
2020;4;Nepal;Negative;15
2020;4;Nepal;Expired matter;1
2020;4;Netherlands;Negative;1
2020;4;New Zealand;Positive;3
2020;4;Nicaragua;Positive;1
2020;4;Nigeria;Positive;22
2020;4;Nigeria;Negative;27
2020;4;Nigeria;Expired matter;2
2020;4;North Macedonia;Positive;4
2020;4;Not clarified;Positive;17
2020;4;Not clarified;Negative;3
2020;4;Not clarified;Expired matter;5
2020;4;Pakistan;Positive;28
2020;4;Pakistan;Negative;10
2020;4;Philippines;Positive;44
2020;4;Philippines;Negative;4
2020;4;Russian Federation;Positive;195
2020;4;Russian Federation;Negative;28
2020;4;Russian Federation;Expired matter;10
2020;4;Senegal;Positive;2
2020;4;Serbia;Positive;7
2020;4;Serbia;Negative;1
2020;4;Sierra Leone;Positive;1
2020;4;Singapore;Positive;1
2020;4;Slovenia;Positive;1
2020;4;Somalia;Positive;39
2020;4;Somalia;Negative;25
2020;4;South Africa;Positive;7
2020;4;Spain;Expired matter;2
2020;4;Sri Lanka;Positive;2
2020;4;Sri Lanka;Negative;3
2020;4;Stateless;Positive;7
2020;4;Stateless;Negative;1
2020;4;Stateless;Expired matter;1
2020;4;Sudan;Negative;2
2020;4;Sudan;Expired matter;1
2020;4;Syrian Arab Republic;Positive;8
2020;4;Syrian Arab Republic;Negative;2
2020;4;Syrian Arab Republic;Expired matter;1
2020;4;Taiwan;Positive;4
2020;4;Taiwan;Negative;2
2020;4;Tajikistan;Negative;2
2020;4;Tanzania, United Republic of;Positive;2
2020;4;Tanzania, United Republic of;Negative;3
2020;4;Thailand;Positive;91
2020;4;Thailand;Negative;5
2020;4;Tunisia;Positive;6
2020;4;Tunisia;Negative;1
2020;4;Turkey;Positive;22
2020;4;Turkey;Negative;9
2020;4;Turkey;Expired matter;3
2020;4;Uganda;Positive;1
2020;4;Ukraine;Positive;431
2020;4;Ukraine;Negative;10
2020;4;United States;Positive;25
2020;4;United States;Negative;7
2020;4;United States;Expired matter;2
2020;4;Unknown;Positive;1
2020;4;Unknown;Negative;1
2020;4;Uzbekistan;Positive;9
2020;4;Uzbekistan;Negative;1
2020;4;Venezuela;Positive;2
2020;4;Venezuela;Negative;3
2020;4;Viet Nam;Positive;87
2020;4;Viet Nam;Negative;12
2020;4;Viet Nam;Expired matter;5
2020;5;Afghanistan;Positive;21
2020;5;Afghanistan;Negative;11
2020;5;Afghanistan;Expired matter;2
2020;5;Albania;Positive;30
2020;5;Albania;Negative;9
2020;5;Albania;Expired matter;1
2020;5;Algeria;Positive;5
2020;5;Algeria;Negative;1
2020;5;Angola;Negative;1
2020;5;Argentina;Positive;2
2020;5;Armenia;Positive;1
2020;5;Australia;Positive;11
2020;5;Australia;Negative;2
2020;5;Azerbaijan;Positive;2
2020;5;Azerbaijan;Negative;1
2020;5;Bangladesh;Positive;15
2020;5;Bangladesh;Negative;9
2020;5;Belarus;Positive;5
2020;5;Belarus;Negative;3
2020;5;Bosnia and Herzegovina;Positive;3
2020;5;Bosnia and Herzegovina;Negative;1
2020;5;Brazil;Positive;5
2020;5;Brazil;Negative;6
2020;5;Brazil;Expired matter;1
2020;5;Cambodia;Positive;1
2020;5;Cameroon;Positive;8
2020;5;Cameroon;Negative;13
2020;5;Canada;Positive;3
2020;5;Canada;Negative;2
2020;5;Chile;Positive;2
2020;5;Chile;Negative;2
2020;5;China;Positive;53
2020;5;China;Negative;25
2020;5;China;Expired matter;2
2020;5;Colombia;Positive;5
2020;5;Colombia;Negative;1
2020;5;Congo (Congo-Kinshasa);Positive;3
2020;5;Congo (Congo-Kinshasa);Negative;1
2020;5;Costa Rica;Positive;1
2020;5;Côte dIvoire;Positive;1
2020;5;Cuba;Positive;3
2020;5;Cuba;Negative;2
2020;5;Dominican Republic;Positive;1
2020;5;Egypt;Positive;7
2020;5;Egypt;Negative;13
2020;5;Equatorial Guinea;Positive;1
2020;5;Equatorial Guinea;Negative;1
2020;5;Eritrea;Positive;6
2020;5;Eritrea;Negative;1
2020;5;Ethiopia;Positive;1
2020;5;Ethiopia;Negative;2
2020;5;Gambia;Positive;4
2020;5;Gambia;Negative;4
2020;5;Ghana;Positive;7
2020;5;Ghana;Negative;5
2020;5;Guyana;Positive;1
2020;5;Honduras;Negative;1
2020;5;Hong Kong;Negative;2
2020;5;India;Positive;54
2020;5;India;Negative;16
2020;5;Indonesia;Positive;5
2020;5;Iran, Islamic Republic of;Positive;14
2020;5;Iran, Islamic Republic of;Negative;6
2020;5;Iran, Islamic Republic of;Expired matter;3
2020;5;Iraq;Positive;61
2020;5;Iraq;Negative;31
2020;5;Iraq;Expired matter;2
2020;5;Israel;Positive;1
2020;5;Israel;Negative;2
2020;5;Japan;Positive;3
2020;5;Japan;Negative;2
2020;5;Japan;Expired matter;1
2020;5;Jordan;Positive;2
2020;5;Jordan;Negative;1
2020;5;Kazakstan;Positive;4
2020;5;Kazakstan;Negative;1
2020;5;Kenya;Positive;6
2020;5;Kenya;Negative;8
2020;5;Kenya;Expired matter;2
2020;5;Korea, Republic of (South Korea);Positive;2
2020;5;Korea, Republic of (South Korea);Negative;1
2020;5;Kosovo;Positive;74
2020;5;Kosovo;Negative;33
2020;5;Kosovo;Expired matter;1
2020;5;Kyrgyzstan;Positive;2
2020;5;Kyrgyzstan;Negative;4
2020;5;Lebanon;Positive;2
2020;5;Liberia;Positive;1
2020;5;Libyan Arab Jamahiriya;Positive;1
2020;5;Madagascar;Positive;1
2020;5;Malawi;Positive;2
2020;5;Malaysia;Positive;3
2020;5;Malaysia;Negative;1
2020;5;Mali;Positive;1
2020;5;Mexico;Positive;5
2020;5;Mexico;Negative;2
2020;5;Mongolia;Positive;1
2020;5;Montenegro;Negative;1
2020;5;Morocco;Positive;10
2020;5;Morocco;Negative;10
2020;5;Myanmar;Negative;1
2020;5;Namibia;Positive;1
2020;5;Nepal;Positive;20
2020;5;Nepal;Negative;29
2020;5;Nepal;Expired matter;1
2020;5;New Zealand;Expired matter;1
2020;5;Nigeria;Positive;13
2020;5;Nigeria;Negative;29
2020;5;Not clarified;Positive;7
2020;5;Not clarified;Negative;2
2020;5;Not clarified;Expired matter;1
2020;5;Pakistan;Positive;20
2020;5;Pakistan;Negative;19
2020;5;Pakistan;Expired matter;1
2020;5;Peru;Positive;5
2020;5;Peru;Negative;3
2020;5;Philippines;Positive;39
2020;5;Philippines;Negative;15
2020;5;Philippines;Expired matter;1
2020;5;Portugal;Positive;1
2020;5;Russian Federation;Positive;217
2020;5;Russian Federation;Negative;50
2020;5;Russian Federation;Expired matter;3
2020;5;Senegal;Positive;4
2020;5;Senegal;Negative;1
2020;5;Serbia;Positive;16
2020;5;Sierra Leone;Positive;2
2020;5;Singapore;Positive;1
2020;5;Singapore;Negative;1
2020;5;Somalia;Positive;32
2020;5;Somalia;Negative;18
2020;5;South Africa;Positive;4
2020;5;Sri Lanka;Positive;1
2020;5;Sri Lanka;Negative;4
2020;5;Stateless;Positive;9
2020;5;Stateless;Negative;2
2020;5;Stateless;Expired matter;2
2020;5;Sudan;Positive;1
2020;5;Syrian Arab Republic;Positive;27
2020;5;Syrian Arab Republic;Negative;3
2020;5;Taiwan;Positive;1
2020;5;Tajikistan;Negative;1
2020;5;Tanzania, United Republic of;Positive;2
2020;5;Thailand;Positive;76
2020;5;Thailand;Negative;10
2020;5;Trinidad and Tobago;Positive;1
2020;5;Tunisia;Positive;5
2020;5;Tunisia;Negative;1
2020;5;Turkey;Positive;62
2020;5;Turkey;Negative;23
2020;5;Turkey;Expired matter;2
2020;5;Turkmenistan;Positive;1
2020;5;Uganda;Negative;1
2020;5;Ukraine;Positive;347
2020;5;Ukraine;Negative;32
2020;5;Ukraine;Expired matter;1
2020;5;United States;Positive;21
2020;5;United States;Negative;5
2020;5;Unknown;Negative;2
2020;5;Uzbekistan;Positive;7
2020;5;Uzbekistan;Negative;9
2020;5;Uzbekistan;Expired matter;1
2020;5;Venezuela;Positive;1
2020;5;Viet Nam;Positive;123
2020;5;Viet Nam;Negative;34
2020;5;Viet Nam;Expired matter;2
2020;5;Yemen;Positive;8
2020;6;Afghanistan;Positive;27
2020;6;Afghanistan;Negative;16
2020;6;Afghanistan;Expired matter;1
2020;6;Albania;Positive;13
2020;6;Albania;Negative;10
2020;6;Algeria;Positive;6
2020;6;Algeria;Negative;3
2020;6;Australia;Positive;5
2020;6;Australia;Negative;1
2020;6;Azerbaijan;Positive;2
2020;6;Bangladesh;Positive;28
2020;6;Bangladesh;Negative;35
2020;6;Belarus;Positive;22
2020;6;Belarus;Negative;1
2020;6;Belgium;Expired matter;1
2020;6;Bosnia and Herzegovina;Positive;2
2020;6;Bosnia and Herzegovina;Negative;2
2020;6;Brazil;Positive;15
2020;6;Brazil;Negative;1
2020;6;Brazil;Expired matter;1
2020;6;Cameroon;Positive;6
2020;6;Cameroon;Negative;1
2020;6;Canada;Positive;14
2020;6;Canada;Negative;1
2020;6;Chile;Positive;3
2020;6;Chile;Negative;1
2020;6;China;Positive;51
2020;6;China;Negative;23
2020;6;China;Expired matter;3
2020;6;Colombia;Positive;2
2020;6;Colombia;Negative;5
2020;6;Congo (Congo-Kinshasa);Positive;5
2020;6;Congo (Congo-Kinshasa);Negative;2
2020;6;Côte dIvoire;Positive;1
2020;6;Côte dIvoire;Negative;1
2020;6;Croatia;Expired matter;1
2020;6;Cuba;Positive;8
2020;6;Cuba;Expired matter;1
2020;6;Czechia;Expired matter;1
2020;6;Egypt;Positive;6
2020;6;Egypt;Negative;4
2020;6;Egypt;Expired matter;1
2020;6;El Salvador;Positive;1
2020;6;Eritrea;Positive;9
2020;6;Eritrea;Negative;9
2020;6;Ethiopia;Positive;2
2020;6;Ethiopia;Negative;1
2020;6;France;Expired matter;1
2020;6;Gambia;Positive;8
2020;6;Gambia;Negative;5
2020;6;Gambia;Expired matter;1
2020;6;Georgia;Positive;1
